,id,Predicao
0,1.35187831644983e+37,72179.25705263809
1,2.99896161723793e+38,93860.00448690701
2,3.16180649972302e+38,252659.4512157641
3,2.22527157104148e+38,117091.85095762719
4,1.6046034305985e+38,128969.5731895793
5,2.62727202368986e+38,58628.86086948373
6,2.540937642058e+38,141826.46148759776
7,2.61181846130361e+37,173332.1245507635
8,2.16524630140335e+35,149003.95111661736
9,1.85631381169816e+38,172692.15589691582
10,1.93325654448132e+38,141951.27346933502
11,2.38917637717691e+38,91565.27841573712
12,5.54308296792568e+37,85757.52250429493
13,2.15317645068876e+38,245982.9003238418
14,8.15972272049719e+37,149406.7889936035
15,1.44896666825908e+38,91628.08624758005
16,1.84599608599423e+38,228611.93736485307
17,3.32523842755767e+38,125634.41445129551
18,1.15343777354602e+38,179453.44739722917
19,2.07571702172354e+37,79846.62452180173
20,1.85526399598537e+38,78336.68053740422
21,6.06580428134898e+37,117913.15173807043
22,2.52469656136469e+38,203770.4235565866
23,1.44289133420257e+38,56765.427957358894
24,2.86704706212186e+38,131215.5552664597
25,1.04788498292328e+38,107624.40253970504
26,8.3091551517048e+37,198866.61400640704
27,2.5381924059925e+38,117943.69508162625
28,4.75521002677691e+37,76710.40746995136
29,1.4393254086709e+38,152365.92788668812
30,1.96345985565471e+38,127468.98305261211
31,2.44792708737468e+38,70957.35209950618
32,8.45899404146644e+37,81411.03389195388
33,2.72199586960887e+38,136142.05517054297
34,4.99594395070267e+37,63734.49955781415
35,2.81026519311657e+38,101405.61418609027
36,9.30745641500147e+37,203122.66709181282
37,2.67284013907928e+37,83108.95827942768
38,1.88211565885838e+38,48514.18228410405
39,7.24879461819487e+37,81067.7279534353
40,2.28864048115975e+38,135756.03377079387
41,1.12454259487642e+38,64902.28332827236
42,2.22663295482952e+38,72694.53713970663
43,1.74300102534868e+38,80350.18925278535
44,6.56160681494778e+37,123070.51419298962
45,1.25124292682606e+37,202374.35664259506
46,3.36344009530167e+38,45846.85398647498
47,7.95222865187926e+37,124897.08506275684
48,8.26898022937758e+37,82193.36910545295
49,1.45087209205382e+38,96198.0489463443
50,1.48379644220249e+38,72339.1584439984
51,8.17834159140685e+37,63028.41467219346
52,1.73920051297479e+37,66001.64908869399
53,2.2100390958133e+38,192881.5147593942
54,3.22709941338706e+37,127462.8785170424
55,4.47434231624748e+37,72953.39397465665
56,2.56739781367016e+38,97170.55563509936
57,1.02069821313289e+38,84264.15417099699
58,2.95239204594155e+38,83168.70008018022
59,2.17043924033496e+38,116280.93843043289
60,2.30630223901851e+38,66295.58453106678
61,2.28794583325189e+38,78660.5785391818
62,2.26883211751919e+38,124417.87856065648
63,1.78727794896076e+38,63419.19725644533
64,2.33324434070255e+38,110894.24396983493
65,1.20196782885257e+38,47545.9513847546
66,3.07587965035124e+38,128178.42828771692
67,1.47918433942232e+38,65896.53157281892
68,3.22862357217576e+38,143068.2528050735
69,2.39523402888574e+38,276150.67757158336
70,1.1350998321454e+38,111776.78733010283
71,1.09891169875096e+38,154669.86221127713
72,1.40472847652596e+37,102544.69506879269
73,1.85048785858081e+38,141695.37866235623
74,2.33408161489868e+38,37818.193308860384
75,2.71868823659695e+38,62297.0885860486
76,2.34266752075173e+38,105758.20657773897
77,1.35193714861901e+38,61214.98105663579
78,6.53835142392485e+37,123739.6796158791
79,7.63500554236946e+35,65072.83003524229
80,2.63071556455718e+38,67253.61007081404
81,2.5118786372599e+38,50622.98041182831
82,2.54288424794027e+38,282556.2733851843
83,2.86319605986498e+38,137213.27832059137
84,1.81564447621461e+37,126529.09675818351
85,1.323995905211e+38,71503.64025941903
86,1.03484450878268e+38,150801.35505750965
87,3.91227024165152e+36,184889.22305980674
88,2.89442719100949e+38,78813.3485879074
89,7.810756909968e+37,62778.84260389912
90,3.56305793927028e+37,137935.44135806372
91,1.80495442974534e+38,124059.08680051667
92,3.10808003231123e+38,82180.37701975991
93,2.81412885789869e+38,92741.89250387646
94,1.15834922999693e+38,85994.76753905014
95,5.73180198211347e+36,88568.3064335859
96,2.56716164818036e+38,167685.7185759018
97,2.87091925155434e+38,120598.79543039683
98,3.42602188964016e+37,84354.99335839467
99,1.29711525134942e+38,70926.75714647406
100,6.3813447393601e+37,72092.48470888841
101,2.33957718806307e+38,134326.37239978643
102,1.38508589382193e+38,69595.86078314456
103,1.71762617476835e+38,71813.33234115786
104,7.12273634442511e+36,76160.35961746633
105,3.29318790473356e+37,64555.94836606814
106,2.30483121396274e+38,107904.46253144443
107,3.15766672381283e+38,238013.5251032303
108,3.01104161774368e+38,54793.30566001297
109,2.27510606246395e+38,91884.15798056926
110,2.28659121972304e+38,86390.46246634822
111,6.80868090591736e+37,82274.45764632574
112,1.69041392389609e+38,55443.749962012655
113,1.49581053128777e+38,85126.71259375822
114,6.62524202289896e+37,212801.7738424753
115,2.6285996735148e+38,131378.51451369896
116,3.17829998963593e+38,72123.91680360374
117,2.48878417041254e+37,154894.3922999625
118,2.30199425899098e+38,94308.25198467256
119,7.40119576477593e+37,190605.4692249597
120,1.44733803448319e+38,135352.78351674826
121,1.42405383752199e+38,149153.30192580284
122,1.73324636074769e+38,97538.1008627951
123,1.55561347177954e+38,140026.90728773558
124,8.60264350634131e+37,66853.7622004834
125,2.29257356284378e+38,49690.30890534715
126,2.4921402584222e+38,135778.82565926018
127,8.34732088853906e+37,142776.6410010431
128,1.80580369832354e+38,75909.95477099443
129,2.59490022068441e+38,115412.64178375408
130,1.20796267956232e+38,197847.42623500846
131,2.41430542672617e+38,180801.7065927624
132,5.30918477806404e+37,122551.17214561786
133,1.7197706656763e+38,81291.50297593547
134,2.01914625874463e+38,83214.37552877216
135,8.40593840634493e+37,90491.32033607317
136,3.28387208591072e+38,236551.55023473073
137,1.71544264940223e+37,289817.8513051099
138,1.92000139416378e+38,76917.71388101562
139,1.8008164647921e+38,165859.24422084258
140,2.53986101323166e+38,61587.868660058986
141,8.2036269311688e+37,148892.36877537865
142,3.33919908274208e+38,88693.13887851192
143,3.13704772228414e+38,100380.82203442302
144,2.1578113439104e+38,83195.77659624105
145,3.2357612734026e+38,154659.20546482655
146,2.12667363162994e+37,60918.27944318896
147,1.86277892327196e+38,200304.40542505163
148,1.18653739393882e+38,74413.15260110535
149,1.78402222675267e+38,72592.29187837198
150,1.41116251304039e+37,190294.70592616175
151,3.25687469192316e+38,92062.84193327464
152,3.38873463459304e+38,63555.1946883955
153,2.45440709240117e+38,97290.0999910449
154,3.9922847783628e+36,123811.9435656598
155,1.77917688273646e+38,70537.19912843175
156,3.071833337392e+38,101849.89618511176
157,3.35470794133402e+38,87865.56604326164
158,2.03204241445015e+38,70916.88951888941
159,1.3438525764741e+38,97081.32171000892
160,6.54068725792147e+36,152197.1487757852
161,2.0323980783103e+38,72038.11201081687
162,3.9376528018535e+37,248758.7543041593
163,3.33342898325227e+38,108691.9668606056
164,2.16088076765437e+38,69760.6747030158
165,2.9425616841336e+38,88577.78015869962
166,2.49324748703273e+38,127881.65943235779
167,2.27934818343215e+38,84273.67645740396
168,1.57501721120159e+38,110353.03811082842
169,2.97125857657343e+38,59885.62916901076
170,8.7136029063634e+37,91886.3303123193
171,1.99891203388386e+38,48829.7895752236
172,1.02123055616796e+38,90332.70305297164
173,2.3751214631282e+38,116849.31130860542
174,3.09842804508855e+37,98707.75817581087
175,1.26374200467604e+38,68363.13932880305
176,3.17466905352534e+38,186267.88952258206
177,5.2865229602472e+37,183449.23524597648
178,8.69842245020022e+37,139341.23440874196
179,1.14416682475133e+38,44416.4389528604
180,4.95002888962383e+37,136220.27930909995
181,1.54651728496407e+37,165951.92486556145
182,3.07334256328869e+38,111016.57510244682
183,2.28144239113577e+38,176515.02926394698
184,2.87139027642678e+38,166127.72389569192
185,8.99144425584084e+37,163119.90446153778
186,1.57724668439282e+38,129967.6504636272
187,2.10560980823314e+38,178805.46773530435
188,9.53346329574758e+36,111779.40871280804
